unq_id,category,sub_category,discontinued,legacy_brand,brand,mspn,external_id,external_id_type,brand_id,model,manufacturer,lt_p,size_dimensions,full_size,full_bolt_patterns,full_bolt_pattern_1,full_bolt_pattern_2,c_z_rated,rft,vast_description,description,long_description,notes,features,install_time,length_val,section_width,section_width_unit_id,aspect_ratio,rim_diameter,rim_diameter_unit_id,overall_diameter,overall_diameter_unit_id,weight_tire,weight_tire_unit_id,length_package,length_unit_id,width_package,width_unit_id,height_package,height_unit_id,weight_package,weight_unit_id,wheel_finish,simple_finish,side_wall_style,load_index_1,load_index_2,speed_rating,load_range,load_rating,back_spacing,offset,center_bore,ply,tread_depth,tread_depth_unit_id,rim_width,rim_width_unit_id,max_rim_width,max_rim_width_unit_id,min_rim_width,min_rim_width_unit_id,utqg,tread_wear,traction,temperature,warranty_type,warranty_in_miles,max_psi,max_load_lb,image_url_full,image_url_quarter,image_side,image_url_tread,image_kit_1,image_kit_2,season,tire_type_performance,car_type,country,quality_tier,construction,source,oem_fitments,status,msct,wheel_diameter,wheel_width,bolt_pattern_1,bolt_circle_diameter_1,bolt_pattern_2,bolt_circle_diameter_2,created_at,updated_at
1-003-7699FBM,2,,,,ULTRA,003-7699FBM,8.42E+11,GTIN,,3,,LT,17x6.5,17x6.5,8x210,8x210,,,,,Ultra 003 17x6.5 8x210 +129et Gloss Black wheel,,,,,47,,,,,,,,0,,19,IN,19,IN,8.5,IN,30,LB,Gloss Black,Black,,0,0,,0,3000,8.83,129,154.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/003FBM_HUNTER_DUALLY/ULTRA_003FBM_HUNTER_DUALLY_GLOSS_BLACK_W_MILLED_ACCNTS&CLR_COAT.jpg,,,,,,,,,,,,,,,,17,6.5,8,210,0,,5/28/2021 20:25,6/14/2023 13:08
1-003-7699FC,2,,,,ULTRA,003-7699FC,8.42E+11,GTIN,,003FC HUNTER DUALLY,,LT,17x6.5,17x6.5,8x210,8x210,,,,,Ultra 003Fc Hunter Dually 17x6.5 8x210 +129et Chrome Plated Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Chrome Plated,CHROME,,0,0,,0,3000,8.83,129,154.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/003FC_HUNTER_DUALLY/ULTRA_003FC_HUNTER_DUALLY_CHROME_PLATED.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,210,0,,5/28/2021 20:25,6/14/2023 13:08
1-003-7699RBM,2,,,,ULTRA,003-7699RBM,8.42E+11,GTIN,,003RBM HUNTER DUALLY,,LT,17x6.5,17x6.5,8x210,8x210,,,,,Ultra 003RBM Hunter Dually 17x6.5 8x210 -140et Gloss Black CNC Milled Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,75,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Gloss Black CNC Milled Accents Clear Coat,Black,,0,0,,0,2500,-1.76,-140,154.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/003RBM_HUNTER_DUALLY/ULTRA_003RBM_HUNTER_DUALLY_GLOSS_BLK_W_MILLED_ACCNTS&CLR_COAT.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,210,0,,5/28/2021 20:25,6/14/2023 13:08
1-003-7699RC,2,,,,ULTRA,003-7699RC,8.42E+11,GTIN,,003RC HUNTER DUALLY,,LT,17x6.5,17x6.5,8x210,8x210,,,,,Ultra 003Rc Hunter Dually 17x6.5 8x210 -140et Chrome Plated Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Chrome Plated,CHROME,,0,0,,0,2500,-1.76,-140,154.3,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/003RC_HUNTER_DUALLY/ULTRA_003RC_HUNTER_DUALLY_CHROME_PLATED.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,210,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-51061-16,2,,,,CENTERLINE,005P-51061-16,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x10,15x10,5x120.7,5x120.7,,,,,Centerline 005P Auto Drag 15x10 5x120.7 -16et Polished Lip/Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,79,,,,,,,,0,,18,IN,18,IN,12.5,IN,18.75,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,4.87,-16,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,10,5,120.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-51061-56,2,,,,CENTERLINE,005P-51061-56,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x10,15x10,5x120.7,5x120.7,,,,,Centerline 005P Auto Drag 15x10 5x120.7 -56et Polished Lip/Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,79,,,,,,,,0,,18,IN,18,IN,12.5,IN,18.75,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,3.31,-56,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,10,5,120.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-51065-16,2,,,,CENTERLINE,005P-51065-16,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x10,15x10,5x114.3,5x114.3,,,,,Centerline 005P Auto Drag 15x10 5x114.3 -16et Polished Lip/Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,79,,,,,,,,0,,18,IN,18,IN,12.5,IN,18.75,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,4.87,-16,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,10,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-51065-56,2,,,,CENTERLINE,005P-51065-56,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x10,15x10,5x114.3,5x114.3,,,,,Centerline 005P Auto Drag 15x10 5x114.3 -56et Polished Lip/Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,79,,,,,,,,0,,18,IN,18,IN,12.5,IN,18.75,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,3.31,-56,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,10,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-53561-15,2,,,,CENTERLINE,005P-53561-15,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x3.5,15x3.5,5x120.7,5x120.7,,,,,Centerline 005P Auto Drag 15x3.5 5x120.7 -15et Polished Lip/Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,80,,,,,,,,0,,18,IN,18,IN,6,IN,13.65,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,1.65,-15,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,3.5,5,120.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-53565-15,2,,,,CENTERLINE,005P-53565-15,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x3.5,15x3.5,5x114.3,5x114.3,,,,,Centerline 005P Auto Drag 15x3.5 5x114.3 -15et Polished Lip/Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,80,,,,,,,,0,,18,IN,18,IN,6,IN,13.65,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,1.65,-15,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,3.5,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-57061-06,2,,,,CENTERLINE,005P-57061-06,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x7,15x7,5x120.7,5x120.7,,,,,Centerline 005P Auto Drag 15x7 5x120.7 -06et Polished Lip / Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,80,,,,,,,,0,,18,IN,18,IN,9.25,IN,15.23,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,3.76,-6,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,7,5,120.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-57065-06,2,,,,CENTERLINE,005P-57065-06,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x7,15x7,5x114.3,5x114.3,,,,,Centerline 005P Auto Drag 15x7 5x114.3 -06et Polished Lip / Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,80,,,,,,,,0,,18,IN,18,IN,9.25,IN,15.23,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,3.76,-6,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,7,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-58561-37,2,,,,CENTERLINE,005P-58561-37,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x8.5,15x8.5,5x120.7,5x120.7,,,,,Centerline 005P Auto Drag 15x8.5 5x120.7 -37et Polished Lip/Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,80,,,,,,,,0,,18,IN,18,IN,11,IN,16.9,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,3.31,-37,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,8.5,5,120.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-58561+03,2,,,,CENTERLINE,005P-58561+03,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x8.5,15x8.5,5x120.7,5x120.7,,,,,CENTERLINE 005P AUTO DRAG 15X8.5 5X120.7 +3ET 81CB POLISHED LIP / BRUSHED CENTER WHEEL,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ​one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,80,,,,,,,,0,,18,IN,18,IN,11,IN,16.9,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,4.87,3,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,,,,,,,,15,8.5,5,120.7,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-5856103,2,,,,CENTERLINE,005P-5856103,8.48E+12,GTIN,,,,,,15x8.5,,,,,,,Centerline 005P Auto Drag 15x8.5 5x120.7 03et Polished LipBrushed Center Wheel,,,,,0,,,,,,,,0,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,15,8.5,0,,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-58565-37,2,,,,CENTERLINE,005P-58565-37,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x8.5,15x8.5,5x114.3,5x114.3,,,,,Centerline 005P Auto Drag 15x8.5 5x114.3 -37et Polished Lip/Brushed Center Wheel,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ?one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,80,,,,,,,,0,,18,IN,18,IN,11,IN,16.9,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,3.31,-37,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,China,,,ATD,,,,15,8.5,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-58565+03,2,,,,CENTERLINE,005P-58565+03,8.48E+12,GTIN,,005P AUTO DRAG,,P,15x8.5,15x8.5,5x114.3,5x114.3,,,,,CENTERLINE 005P AUTO DRAG 15X8.5 5X114.3 +3ET 81CB POLISHED LIP / BRUSHED CENTER WHEEL,"Built by the pioneers of the wheel industry, the Center Line brand is defined by its foundation of superior quality, excellence of engineering and innovation. ​one piece cast wheels are now available for modern muscle, classic muscle, racing truck, street truck, and lifted truck applications. This new generation of wheels brings a fresh perspective in design innovation while encompassing the original classic elements that gave Center Line its name. The heritage advances in this reinvention.",,,,80,,,,,,,,0,,18,IN,18,IN,11,IN,16.9,LB,Polished Lip / Brushed Center,POLISHED,,0,0,,0,1525,4.87,3,81,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/CENTERLINE/005P_AUTO_DRAG/CENTERLINE_005P_AUTO_DRAG_POLISHED_LIP_5LUG.jpg,,,,,,,,,,,,,,,,15,8.5,5,114.3,0,,5/28/2021 20:25,6/14/2023 13:08
1-005P-5856503,2,,,,CENTERLINE,005P-5856503,8.48E+12,GTIN,,,,,,15x8.5,,,,,,,Centerline 005P Auto Drag 15x8.5 5x114.3 03et Polished LipBrushed Center Wheel,,,,,0,,,,,,,,0,,,,,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,15,8.5,0,,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6681FBM,2,,,,ULTRA,017-6681FBM,8.42E+11,GTIN,,017FBM WARLOCK DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 017FBM Warlock Dually 16x6 8x165.1 +102et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,28,LB,Gloss Black,BLACK,,0,0,,0,3000,7.52,102,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBM_WARLOCK_DUALLY/ULTRA_017FBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6681FBZ,2,,,,ULTRA,017-6681FBZ,8.42E+11,GTIN,,017FBZ WARLOCK DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 017FBZ Warlock Dually 16x6 8x165.1 +102et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,71,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,28,LB,Dark Satin Bronze,BRONZE,,0,0,,0,3000,7.52,102,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBZ_WARLOCK_DUALLY/ULTRA_017FBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6681RBM,2,,,,ULTRA,017-6681RBM,8.42E+11,GTIN,,017RBM WARLOCK DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 017RBM Warlock Dually 16x6 8x165.1 -140et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,65,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,32,LB,Gloss Black,BLACK,,0,0,,0,2500,-2.01,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBM_WARLOCK_DUALLY/ULTRA_017RBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6681RBZ,2,,,,ULTRA,017-6681RBZ,8.42E+11,GTIN,,017RBZ WARLOCK DUALLY,,LT,16x6,16x6,8x165.1,8x165.1,,,,,Ultra 017RBZ Warlock Dually 16x6 8x165.1 -140et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,71,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,32,LB,Dark Satin Bronze,BRONZE,,0,0,,0,2500,-2.01,-140,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBZ_WARLOCK_DUALLY/ULTRA_017RBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6687FBM,2,,,,ULTRA,017-6687FBM,8.42E+11,GTIN,,017FBM WARLOCK DUALLY,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 017FBM Warlock Dually 16x6 8x170 +102et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,63,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,28,LB,Gloss Black,BLACK,,0,0,,0,3000,7.52,102,125.2,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBM_WARLOCK_DUALLY/ULTRA_017FBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6687FBZ,2,,,,ULTRA,017-6687FBZ,8.42E+11,GTIN,,017FBZ WARLOCK DUALLY,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 017FBZ Warlock Dually 16x6 8x170 +102et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,69,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,28,LB,Dark Satin Bronze,BRONZE,,0,0,,0,3000,7.52,102,125.2,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBZ_WARLOCK_DUALLY/ULTRA_017FBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6687RBM,2,,,,ULTRA,017-6687RBM,8.42E+11,GTIN,,017RBM WARLOCK DUALLY,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 017RBM Warlock Dually 16x6 8x170 -140et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,63,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,32,LB,Gloss Black,BLACK,,0,0,,0,2500,-2.01,-140,125.2,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBM_WARLOCK_DUALLY/ULTRA_017RBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-6687RBZ,2,,,,ULTRA,017-6687RBZ,8.42E+11,GTIN,,017RBZ WARLOCK DUALLY,,LT,16x6,16x6,8x170,8x170,,,,,Ultra 017RBZ Warlock Dually 16x6 8x170 -140et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,69,,,,,,,,0,,18.5,IN,18.5,IN,8.5,IN,32,LB,Dark Satin Bronze,BRONZE,,0,0,,0,2500,-2.01,-140,125.2,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017RBZ_WARLOCK_DUALLY/ULTRA_017RBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,16,6,8,170,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7681FBM,2,,,,ULTRA,017-7681FBM,8.42E+11,GTIN,,017FBM WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 017FBM Warlock Dually 17x6.5 8x165.1 +129et Gloss Black Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,67,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Gloss Black,BLACK,,0,0,,0,3000,8.83,129,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBM_WARLOCK_DUALLY/ULTRA_017FBM_WARLOCK_DUALLY_GLOSS_BLACK.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
1-017-7681FBZ,2,,,,ULTRA,017-7681FBZ,8.42E+11,GTIN,,017FBZ WARLOCK DUALLY,,LT,17x6.5,17x6.5,8x165.1,8x165.1,,,,,Ultra 017FBZ Warlock Dually 17x6.5 8x165.1 +129et Dark Satin Bronze Wheel,"For more than 30 years, Ultra Wheel Company has been leading the industry by producing the most durable and precise custom wheels for trucks, SUVs, cars, and many other vehicles. Whether you",,,,73,,,,,,,,0,,20.25,IN,20.25,IN,8.75,IN,34,LB,Dark Satin Bronze,BRONZE,,0,0,,0,3000,8.83,129,121.7,,,,,,,,,,,0,,,,,0,,https://tireandwheelimages.americantiredepot.net/tireandwheelimages/Wheel_Images/ATD/ULTRA/017FBZ_WARLOCK_DUALLY/ULTRA_017FBZ_WARLOCK_DUALLY_DARK_SATIN_BRONZE.jpg,,,,,,,,,China,,,ATD,,,,17,6.5,8,165.1,0,,5/28/2021 20:25,6/14/2023 13:08
